order_id,order_date,customer_id,customer_age,customer_gender,region,acquisition_channel,product_category,unit_price_vnd,quantity,discount_pct,gross_revenue_vnd,net_revenue_vnd,unit_cost_vnd,profit_vnd,payment_method,device,delivery_days,customer_satisfaction,is_returned
2322,2024-11-27,1905,41.0,Nữ,Cần Thơ,Organic,Mỹ phẩm,213000,1,0.164,213000,177981,94774,83207,Ví điện tử,Mobile,7.0,4.0,0
2323,2024-11-27,1206,31.0,Nam,Đà Nẵng,Email,Mỹ phẩm,158000,6,0.033,948000,916498,70282,494806,COD,Mobile,4.0,3.0,0
2324,2024-11-27,2364,18.0,Nữ,Hải Phòng,Organic,Thời trang,95000,2,0.091,190000,172711,54120,64471,Chuyển khoản,Mobile,5.0,4.0,0
2325,2024-11-27,2894,18.0,Nam,Hà Nội,Google Ads,Mỹ phẩm,145000,3,0.214,435000,341806,68837,135295,Chuyển khoản,Mobile,2.0,4.0,0
2326,2024-11-28,868,29.0,Nữ,Hải Phòng,Referral,Thời trang,140000,2,0.074,280000,259351,78514,102323,Ví điện tử,Tablet,4.0,4.0,0
2327,2024-11-28,1616,44.0,Nữ,Cần Thơ,Facebook Ads,Thực phẩm,113000,6,0.059,678000,638015,88254,108491,Thẻ tín dụng,Mobile,1.0,5.0,0
2328,2024-11-28,1101,35.0,Nữ,Hải Phòng,Facebook Ads,Sách,90000,4,0.146,360000,307292,63456,53468,Ví điện tử,Mobile,1.0,3.0,1
2329,2024-11-28,2921,19.0,Nữ,Cần Thơ,Google Ads,Thời trang,161000,1,0.111,161000,143207,80367,62840,Ví điện tử,Mobile,1.0,4.0,0
2330,2024-11-28,2140,36.0,Nam,Cần Thơ,Organic,Gia dụng,336000,4,0.05,1344000,1277305,183971,541421,Ví điện tử,Mobile,0.0,5.0,0
2331,2024-11-28,2204,37.0,Nam,TP.HCM,Referral,Gia dụng,228000,6,0.077,1368000,1263065,139645,425195,Ví điện tử,Desktop,4.0,,0
2332,2024-11-28,885,27.0,Nữ,Cần Thơ,Facebook Ads,Điện tử,491000,3,0.106,1473000,1316840,367945,213005,Ví điện tử,Tablet,5.0,4.0,0
2333,2024-11-29,1772,26.0,Nữ,Hà Nội,Organic,Điện tử,426000,3,0.123,1278000,1120777,286156,262309,Ví điện tử,Mobile,8.0,3.0,0
2334,2024-11-29,1297,31.0,Nữ,Hà Nội,Organic,Điện tử,276000,2,0.145,552000,472105,206294,59517,Thẻ tín dụng,Mobile,3.0,5.0,0
2335,2024-11-29,1005,30.0,Nam,Hải Phòng,Facebook Ads,Thời trang,127000,6,0.023,762000,744318,69106,329682,COD,Tablet,2.0,5.0,0
2336,2024-11-29,2457,21.0,Nam,Hà Nội,Facebook Ads,Mỹ phẩm,226000,4,0.112,904000,802432,106779,375316,Thẻ tín dụng,Mobile,3.0,4.0,1
2337,2024-11-29,354,42.0,Nam,TP.HCM,Email,Điện tử,505000,4,0.146,2020000,1724473,385932,180745,Thẻ tín dụng,Desktop,9.0,3.0,0
2338,2024-11-29,3109,25.0,Nữ,TP.HCM,Google Ads,Mỹ phẩm,192000,8,0.157,1536000,1294462,84258,620398,Thẻ tín dụng,Desktop,4.0,4.0,0
2339,2024-11-29,355,37.0,Nam,Hà Nội,Facebook Ads,Gia dụng,330000,4,0.112,1320000,1172449,203544,358273,Chuyển khoản,Desktop,8.0,5.0,0
2340,2024-11-30,1771,41.0,Nữ,Hà Nội,Google Ads,Mỹ phẩm,214000,2,0.167,428000,356370,99740,156890,COD,Mobile,7.0,3.0,0
2341,2024-11-30,785,38.0,Nữ,Hà Nội,Facebook Ads,Thời trang,118000,3,0.119,354000,311918,69056,104750,Chuyển khoản,Mobile,2.0,4.0,0
2342,2024-11-30,1761,37.0,Nữ,Hải Phòng,Referral,Thời trang,123000,3,0.031,369000,357420,71181,143877,Ví điện tử,Mobile,4.0,5.0,0
2343,2024-11-30,1428,36.0,Nữ,Cần Thơ,Referral,Gia dụng,264000,3,0.051,792000,751327,158871,274714,Ví điện tử,Desktop,2.0,4.0,0
2344,2024-11-30,2580,26.0,Nữ,Đà Nẵng,Google Ads,Mỹ phẩm,169000,4,0.081,676000,621178,78252,308170,Ví điện tử,Desktop,2.0,5.0,0
2345,2024-11-30,2322,24.0,Nam,Hà Nội,Organic,Thời trang,146000,4,0.1,584000,525357,84430,187637,COD,Desktop,2.0,3.0,0
2346,2024-11-30,2029,28.0,Nữ,Hà Nội,Organic,Thời trang,100000,3,0.054,300000,283707,54344,120675,Chuyển khoản,Mobile,4.0,3.0,0
2347,2024-11-30,738,34.0,Nam,Hà Nội,Facebook Ads,Sách,74000,3,0.153,222000,188108,48026,44030,COD,Mobile,2.0,5.0,0
2348,2024-11-30,1112,42.0,Nam,TP.HCM,Organic,Thực phẩm,128000,6,0.02,768000,752302,90331,210316,COD,Mobile,3.0,4.0,0
2349,2024-11-30,2922,53.0,Nữ,TP.HCM,Facebook Ads,Mỹ phẩm,227000,2,0.16,454000,381431,100884,179663,COD,Desktop,4.0,5.0,0
2350,2024-11-30,1246,23.0,Nam,Đà Nẵng,Referral,Thời trang,130000,4,0.089,520000,473788,69967,193920,Thẻ tín dụng,Desktop,1.0,4.0,0
2351,2024-12-01,1188,32.0,Nữ,Hà Nội,Facebook Ads,Sách,90000,3,0.188,270000,219300,60489,37833,Chuyển khoản,Mobile,4.0,4.0,0
2352,2024-12-01,3084,40.0,Nữ,Đà Nẵng,Organic,Gia dụng,259000,3,0.163,777000,650563,161268,166759,Ví điện tử,Mobile,2.0,4.0,0
2353,2024-12-01,2858,19.0,Nam,Hà Nội,Google Ads,Thời trang,199000,2,0.119,398000,350640,112657,125326,COD,Tablet,7.0,3.0,0
2354,2024-12-01,903,54.0,Nam,Cần Thơ,Facebook Ads,Thời trang,174000,5,0.153,870000,736682,93380,269782,Chuyển khoản,Desktop,6.0,3.0,0
2355,2024-12-01,770,33.0,Nữ,Đà Nẵng,Referral,Thời trang,97000,4,0.131,388000,337237,53064,124981,Thẻ tín dụng,Desktop,3.0,3.0,0
2356,2024-12-01,3221,35.0,Nữ,Hải Phòng,Facebook Ads,Gia dụng,217000,6,0.062,1302000,1221860,130358,439712,Ví điện tử,Desktop,2.0,4.0,0
2357,2024-12-01,1732,35.0,Nữ,Hải Phòng,Referral,Thời trang,114000,5,0.024,570000,556587,62797,242602,Thẻ tín dụng,Desktop,2.0,5.0,0
2358,2024-12-01,963,38.0,Nữ,Cần Thơ,Facebook Ads,Mỹ phẩm,286000,5,0.032,1430000,1384560,124011,764505,COD,Desktop,1.0,5.0,0
2359,2024-12-01,2823,23.0,Nam,TP.HCM,Google Ads,Điện tử,150000,3,0.12,450000,396225,106494,76743,Chuyển khoản,Tablet,3.0,3.0,0
2360,2024-12-01,2826,42.0,Nam,Cần Thơ,Google Ads,Gia dụng,316000,6,0.222,1896000,1474438,178065,406048,Chuyển khoản,Mobile,2.0,4.0,0
2361,2024-12-02,2124,42.0,Nam,TP.HCM,Referral,Thực phẩm,94000,5,0.129,470000,409585,58237,118400,Ví điện tử,Desktop,5.0,,0
2362,2024-12-02,719,42.0,Nam,TP.HCM,Referral,Gia dụng,392000,2,0.063,784000,734393,231952,270489,Thẻ tín dụng,Mobile,3.0,4.0,0
2363,2024-12-02,616,30.0,Nữ,Đà Nẵng,Referral,Thời trang,222000,3,0.087,666000,607992,129452,219636,COD,Tablet,6.0,4.0,0
2364,2024-12-02,610,24.0,Nữ,Hà Nội,Organic,Thời trang,150000,6,0.106,900000,804647,77932,337055,Ví điện tử,Mobile,2.0,4.0,0
2365,2024-12-02,2061,54.0,Nữ,TP.HCM,Facebook Ads,Sách,86000,8,0.115,688000,609081,57565,148561,Thẻ tín dụng,Mobile,3.0,3.0,0
2366,2024-12-02,2323,24.0,Nam,TP.HCM,Referral,Gia dụng,282000,4,0.046,1128000,1076654,180975,352754,Thẻ tín dụng,Tablet,1.0,5.0,0
2367,2024-12-02,1042,28.0,Nam,TP.HCM,Referral,Gia dụng,214000,4,0.184,856000,698522,127841,187158,COD,Mobile,3.0,3.0,0
2368,2024-12-02,2794,39.0,Nam,Hà Nội,Organic,Thời trang,80000,1,0.042,80000,76616,43211,33405,COD,Desktop,1.0,5.0,0
2369,2024-12-02,1617,33.0,Nữ,Hà Nội,Email,Điện tử,433000,3,0.206,1299000,1030945,334627,27064,Thẻ tín dụng,Desktop,1.0,5.0,0
2370,2024-12-03,371,42.0,Nam,Hà Nội,Email,Mỹ phẩm,201000,5,0.015,1005000,990317,90765,536492,Chuyển khoản,Mobile,2.0,4.0,0
2371,2024-12-03,2661,24.0,Nữ,TP.HCM,Google Ads,Thời trang,116000,6,0.156,696000,587524,57605,241894,Ví điện tử,Desktop,1.0,5.0,0
2372,2024-12-03,260,20.0,Nữ,Hà Nội,Facebook Ads,Gia dụng,386000,2,0.034,772000,745719,223807,298105,Thẻ tín dụng,Mobile,1.0,5.0,0
2373,2024-12-03,836,18.0,Nữ,Hà Nội,Google Ads,Thực phẩm,114000,3,0.218,342000,267304,82869,18697,Thẻ tín dụng,Desktop,1.0,5.0,0
2374,2024-12-03,1028,30.0,Nam,Cần Thơ,Organic,Thời trang,201000,4,0.037,804000,774391,111056,330167,Thẻ tín dụng,Tablet,5.0,3.0,0
2375,2024-12-03,2651,18.0,Nam,Cần Thơ,Email,Thời trang,166000,4,0.1,664000,597634,95673,214942,COD,Tablet,2.0,5.0,0
2376,2024-12-03,2736,43.0,Nữ,TP.HCM,Organic,Gia dụng,336000,2,0.052,672000,636784,211153,214478,Chuyển khoản,Mobile,4.0,4.0,0
2377,2024-12-03,114,47.0,Nam,TP.HCM,Google Ads,Gia dụng,283000,2,0.069,566000,526874,193368,140138,COD,Mobile,,4.0,0
2378,2024-12-04,374,47.0,Nữ,TP.HCM,Facebook Ads,Điện tử,596000,8,0.174,4768000,3940490,425156,539242,Thẻ tín dụng,Mobile,3.0,4.0,0
2379,2024-12-04,2472,34.0,Nam,TP.HCM,Facebook Ads,Thời trang,147000,2,0.056,294000,277638,82225,113188,Chuyển khoản,Mobile,2.0,5.0,0
2380,2024-12-04,1028,30.0,Nam,TP.HCM,Facebook Ads,Mỹ phẩm,203000,2,0.221,406000,316215,90207,135801,COD,Mobile,1.0,5.0,0
2381,2024-12-04,95,48.0,Nam,Cần Thơ,Google Ads,Gia dụng,307000,1,0.054,307000,290488,174795,115693,Chuyển khoản,Mobile,5.0,4.0,0
2382,2024-12-04,1534,42.0,Nữ,Hà Nội,Organic,Thực phẩm,124000,1,0.074,124000,114816,79742,35074,Ví điện tử,Mobile,4.0,3.0,0
2383,2024-12-04,191,34.0,Nam,Hải Phòng,Referral,Thực phẩm,90000,2,0.089,180000,163929,62332,39265,COD,Mobile,,4.0,1
2384,2024-12-04,611,40.0,Nữ,Đà Nẵng,Google Ads,Mỹ phẩm,124000,2,0.102,248000,222797,54919,112959,Thẻ tín dụng,Desktop,4.0,4.0,0
2385,2024-12-04,1879,42.0,Nữ,Đà Nẵng,Facebook Ads,Thực phẩm,112000,4,0.079,448000,412441,85484,70505,COD,Tablet,6.0,3.0,0
2386,2024-12-05,428,33.0,Nam,TP.HCM,Organic,Gia dụng,330000,3,0.047,990000,943850,194324,360878,Chuyển khoản,Mobile,4.0,4.0,1
2387,2024-12-05,1054,26.0,Nam,Cần Thơ,Organic,Điện tử,471000,4,0.097,1884000,1701673,342346,332289,Ví điện tử,Mobile,1.0,,0
2388,2024-12-05,2343,20.0,Nam,Hà Nội,Organic,Điện tử,175000,2,0.024,350000,341596,133157,75282,COD,Desktop,3.0,4.0,0
2389,2024-12-05,1912,23.0,Nữ,Hải Phòng,Referral,Điện tử,284000,2,0.121,568000,499031,180183,138665,COD,Mobile,4.0,5.0,0
2390,2024-12-05,3043,31.0,Nữ,Đà Nẵng,Facebook Ads,Điện tử,448000,2,0.133,896000,776611,315591,145429,Thẻ tín dụng,Desktop,3.0,4.0,0
2391,2024-12-05,1152,20.0,Nữ,Đà Nẵng,Facebook Ads,Thời trang,206000,2,0.031,412000,399185,114332,170521,Ví điện tử,Desktop,3.0,5.0,0
2392,2024-12-05,629,36.0,Nam,Hải Phòng,Facebook Ads,Mỹ phẩm,208000,2,0.061,416000,390533,95856,198821,Ví điện tử,Mobile,4.0,3.0,0
2393,2024-12-05,3030,28.0,Nữ,TP.HCM,Facebook Ads,Thời trang,159000,2,0.125,318000,278228,81983,114262,Ví điện tử,Desktop,2.0,5.0,0
2394,2024-12-05,837,34.0,Nam,Hải Phòng,Facebook Ads,Sách,103000,4,0.131,412000,358212,70560,75972,Ví điện tử,Mobile,2.0,4.0,0
2395,2024-12-05,1545,27.0,Nam,Hải Phòng,Organic,Gia dụng,155000,4,0.098,620000,559346,92111,190902,Chuyển khoản,Mobile,1.0,,0
2396,2024-12-05,2323,24.0,Nam,Hà Nội,Organic,Sách,105000,5,0.211,525000,414267,71520,56667,Ví điện tử,Mobile,2.0,5.0,0
2397,2024-12-05,1389,19.0,Nữ,Hà Nội,Referral,Mỹ phẩm,192000,4,0.099,768000,692202,85852,348794,Chuyển khoản,Desktop,1.0,5.0,0
2398,2024-12-05,1112,42.0,Nam,TP.HCM,Facebook Ads,Thời trang,187000,3,0.054,561000,530804,100601,229001,COD,Mobile,3.0,4.0,0
2399,2024-12-05,3013,29.0,Nam,TP.HCM,Organic,Điện tử,248000,3,0.129,744000,648044,185394,91862,Chuyển khoản,Mobile,3.0,4.0,0
2400,2024-12-05,2704,39.0,Nam,Cần Thơ,Organic,Sách,97000,5,0.167,485000,403966,64580,81066,Ví điện tử,Mobile,,4.0,0
2401,2024-12-06,2876,33.0,Nữ,Hà Nội,Google Ads,Mỹ phẩm,197000,3,0.156,591000,498748,96791,208375,Chuyển khoản,Mobile,6.0,3.0,0
2402,2024-12-06,1365,41.0,Nữ,Hà Nội,Google Ads,Điện tử,349000,1,0.09,349000,317418,236141,81277,Chuyển khoản,Desktop,7.0,4.0,0
2403,2024-12-06,2452,33.0,Nữ,Đà Nẵng,Facebook Ads,Điện tử,450000,3,0.066,1350000,1260295,310344,329263,COD,Mobile,1.0,4.0,0
2404,2024-12-06,259,25.0,Nữ,Hải Phòng,Organic,Điện tử,405000,5,0.098,2025000,1826182,295824,347062,COD,Mobile,3.0,3.0,1
2405,2024-12-06,1740,42.0,Nữ,TP.HCM,Organic,Điện tử,799000,2,0.185,1598000,1303062,554288,194486,Chuyển khoản,Mobile,4.0,3.0,0
2406,2024-12-06,2855,36.0,Nữ,TP.HCM,Google Ads,Thực phẩm,99000,5,0.046,495000,472362,71690,113912,Ví điện tử,Desktop,1.0,3.0,1
2407,2024-12-06,2644,32.0,Nam,Hà Nội,Facebook Ads,Sách,87000,6,0.129,522000,454676,58071,106250,Chuyển khoản,Desktop,2.0,5.0,0
2408,2024-12-06,403,32.0,Nam,TP.HCM,Organic,Gia dụng,162000,3,0.068,486000,452924,103720,141764,Thẻ tín dụng,Desktop,3.0,5.0,0
2409,2024-12-06,19,36.0,Nữ,TP.HCM,Google Ads,Gia dụng,201000,4,0.291,804000,569910,114358,112478,COD,Mobile,3.0,3.0,1
2410,2024-12-06,466,31.0,Nữ,TP.HCM,Organic,Sách,83000,4,0.071,332000,308271,50346,106887,COD,Tablet,7.0,3.0,0
2411,2024-12-06,1985,40.0,Nữ,Hà Nội,Organic,Điện tử,174000,5,0.121,870000,765152,121722,156542,Chuyển khoản,Desktop,5.0,4.0,0
2412,2024-12-06,271,43.0,Nữ,Hà Nội,Referral,Thời trang,179000,1,0.215,179000,140575,97470,43105,Ví điện tử,Mobile,4.0,4.0,0
2413,2024-12-07,1466,31.0,Nữ,Đà Nẵng,Facebook Ads,Mỹ phẩm,382000,3,0.015,1146000,1129076,188003,565067,Ví điện tử,Mobile,1.0,4.0,0
2414,2024-12-07,317,20.0,Nam,TP.HCM,Facebook Ads,Gia dụng,297000,4,0.047,1188000,1132729,176590,426369,COD,Mobile,1.0,4.0,0
2415,2024-12-07,1982,45.0,Nữ,TP.HCM,Referral,Điện tử,275000,5,0.111,1375000,1222638,190433,270473,Chuyển khoản,Desktop,6.0,,0
2416,2024-12-07,1137,44.0,Nữ,Hải Phòng,Organic,Mỹ phẩm,340000,3,0.075,1020000,943283,151139,489866,COD,Mobile,5.0,2.0,0
2417,2024-12-07,1617,,Nữ,Cần Thơ,Referral,Thời trang,116000,4,0.2,464000,371332,58718,136460,Thẻ tín dụng,Mobile,4.0,3.0,0
2418,2024-12-07,578,26.0,Nữ,Hà Nội,Facebook Ads,Mỹ phẩm,203000,8,0.154,1624000,1374496,88450,666896,COD,Mobile,1.0,5.0,0
2419,2024-12-07,825,50.0,Nữ,Hà Nội,Facebook Ads,Gia dụng,153000,6,0.26,918000,679282,88697,147100,COD,Mobile,2.0,5.0,0
2420,2024-12-07,1138,32.0,Nữ,Hà Nội,Organic,Gia dụng,323000,2,0.086,646000,590521,187737,215047,Chuyển khoản,Mobile,2.0,4.0,0
2421,2024-12-07,1405,37.0,Nam,TP.HCM,Organic,Điện tử,152000,5,0.183,760000,621159,103773,102294,COD,Mobile,5.0,3.0,0
2422,2024-12-07,1838,21.0,Nam,Hà Nội,Organic,Mỹ phẩm,178000,4,0.113,712000,631816,75196,331032,Thẻ tín dụng,Desktop,3.0,5.0,0
2423,2024-12-07,2031,50.0,Nữ,TP.HCM,Facebook Ads,Mỹ phẩm,224000,4,0.079,896000,825634,101951,417830,COD,Desktop,2.0,4.0,1
2424,2024-12-07,2411,28.0,Nam,Hải Phòng,Organic,Sách,98000,8,0.042,784000,750833,58017,286697,Thẻ tín dụng,Desktop,1.0,5.0,0
2425,2024-12-07,1621,33.0,Nữ,Đà Nẵng,Referral,Gia dụng,259000,3,0.022,777000,759929,154014,297887,Ví điện tử,Mobile,2.0,4.0,0
2426,2024-12-07,1744,33.0,Nữ,Đà Nẵng,Referral,Gia dụng,253000,4,0.165,1012000,844561,149878,245049,Ví điện tử,Desktop,3.0,5.0,0
2427,2024-12-07,523,30.0,Nam,Hải Phòng,Google Ads,Điện tử,205000,2,0.133,410000,355295,154707,45881,Thẻ tín dụng,Tablet,2.0,5.0,0
2428,2024-12-07,1274,24.0,Nữ,TP.HCM,Referral,Mỹ phẩm,236000,6,0.064,1416000,1325745,110338,663717,COD,Mobile,4.0,4.0,0
2429,2024-12-07,699,21.0,Nam,Đà Nẵng,Organic,Gia dụng,166000,5,0.191,830000,671222,100802,167212,Ví điện tử,Mobile,3.0,4.0,0
2430,2024-12-08,2453,29.0,Nam,Đà Nẵng,Google Ads,Điện tử,417000,6,0.163,2502000,2094324,288875,361074,COD,Mobile,3.0,4.0,0
2431,2024-12-08,1481,28.0,Nữ,TP.HCM,Organic,Thời trang,160000,5,0.112,800000,710113,74619,337018,COD,Desktop,3.0,4.0,0
2432,2024-12-08,1207,33.0,Nữ,Hà Nội,Organic,Gia dụng,344000,3,0.152,1032000,875311,192797,296920,Ví điện tử,Mobile,8.0,4.0,0
2433,2024-12-08,1015,19.0,Nữ,TP.HCM,Google Ads,Thực phẩm,105000,5,0.077,525000,484401,69147,138666,Ví điện tử,Mobile,1.0,4.0,0
2434,2024-12-08,2536,29.0,Nữ,Hà Nội,Facebook Ads,Thực phẩm,145000,5,0.013,725000,715766,102060,205466,Thẻ tín dụng,Mobile,,4.0,0
2435,2024-12-08,3065,32.0,Nam,Hà Nội,Google Ads,Mỹ phẩm,123000,3,0.163,369000,309034,56694,138952,Ví điện tử,Desktop,6.0,4.0,0
2436,2024-12-08,2736,43.0,Nữ,Hải Phòng,Facebook Ads,Thực phẩm,107000,4,0.033,428000,413677,75768,110605,COD,Mobile,1.0,4.0,0
2437,2024-12-08,656,24.0,Nam,TP.HCM,Google Ads,Gia dụng,212000,5,0.031,1060000,1027639,129142,381929,Thẻ tín dụng,Mobile,3.0,4.0,0
2438,2024-12-08,299,18.0,Nữ,TP.HCM,Google Ads,Điện tử,267000,4,0.195,1068000,859647,187804,108431,COD,Mobile,,3.0,0
2439,2024-12-09,69,21.0,Nam,TP.HCM,Google Ads,Thời trang,110000,12,0.147,1320000,1125366,62932,370182,COD,Mobile,1.0,5.0,0
2440,2024-12-09,739,,Nữ,Hà Nội,Organic,Thời trang,94000,17,0.057,1598000,1506442,53973,588901,Ví điện tử,Mobile,3.0,3.0,0
2441,2024-12-09,68,28.0,Nam,Hà Nội,Facebook Ads,Gia dụng,671000,2,0.103,1342000,1204312,395712,412888,Chuyển khoản,Tablet,6.0,3.0,1
2442,2024-12-09,2235,28.0,Nam,TP.HCM,Organic,Điện tử,270000,6,0.109,1620000,1443649,190038,303421,COD,Mobile,2.0,5.0,0
2443,2024-12-09,947,28.0,Nam,TP.HCM,Google Ads,Điện tử,137000,3,0.038,411000,395569,91142,122143,Ví điện tử,Mobile,2.0,4.0,0
2444,2024-12-09,1237,18.0,Nữ,Hà Nội,Google Ads,Thời trang,149000,4,0.187,596000,484431,84415,146771,Chuyển khoản,Desktop,3.0,3.0,1
2445,2024-12-09,2600,33.0,Nam,Hà Nội,Facebook Ads,Sách,75000,4,0.153,300000,254096,46709,67260,COD,Mobile,2.0,,0
2446,2024-12-09,619,18.0,Nam,Hải Phòng,Facebook Ads,Mỹ phẩm,384000,5,0.055,1920000,1813889,176197,932904,Ví điện tử,Desktop,3.0,4.0,0
2447,2024-12-10,2572,22.0,Nam,Đà Nẵng,Organic,Điện tử,313000,5,0.086,1565000,1430790,236974,245920,Thẻ tín dụng,Mobile,1.0,5.0,0
2448,2024-12-10,494,45.0,Nam,TP.HCM,Organic,Gia dụng,201000,5,0.112,1005000,892589,110497,340104,Ví điện tử,Mobile,2.0,4.0,0
2449,2024-12-10,408,51.0,Nam,Đà Nẵng,Facebook Ads,Mỹ phẩm,232000,6,0.173,1392000,1151316,101223,543978,Ví điện tử,Mobile,1.0,4.0,0
2450,2024-12-10,2103,52.0,Nam,Đà Nẵng,Referral,Mỹ phẩm,272000,4,0.153,1088000,921490,138048,369298,Ví điện tử,Mobile,2.0,5.0,0
2451,2024-12-10,1161,41.0,Nữ,Cần Thơ,Organic,Thực phẩm,91000,3,0.047,273000,260286,65552,63630,Thẻ tín dụng,Mobile,5.0,4.0,0
2452,2024-12-10,3258,41.0,Nữ,Đà Nẵng,Facebook Ads,Sách,88000,7,0.056,616000,581229,57481,178862,Ví điện tử,Mobile,0.0,5.0,0
2453,2024-12-10,2843,34.0,Nam,Hải Phòng,Facebook Ads,Mỹ phẩm,207000,3,0.06,621000,583704,100683,281655,Chuyển khoản,Mobile,6.0,2.0,0
2454,2024-12-10,2133,23.0,Nam,Đà Nẵng,Facebook Ads,Gia dụng,332000,4,0.149,1328000,1130191,190146,369607,Chuyển khoản,Mobile,5.0,3.0,0
2455,2024-12-10,2248,31.0,Nữ,TP.HCM,Google Ads,Mỹ phẩm,313000,4,0.054,1252000,1184177,143120,611697,COD,Mobile,1.0,5.0,0
2456,2024-12-10,682,34.0,Nam,TP.HCM,Facebook Ads,Mỹ phẩm,265000,3,0.061,795000,746144,117402,393938,Chuyển khoản,Desktop,3.0,4.0,0
2457,2024-12-10,2550,24.0,Nữ,Đà Nẵng,Google Ads,Sách,79000,2,0.055,158000,149299,48787,51725,COD,Desktop,4.0,5.0,0
2458,2024-12-11,1885,18.0,Nam,Hải Phòng,Organic,Thực phẩm,140000,3,0.062,420000,393766,93162,114280,Ví điện tử,Desktop,3.0,4.0,0
2459,2024-12-11,114,47.0,Nam,TP.HCM,Referral,Gia dụng,228000,6,0.07,1368000,1272762,142771,416136,Thẻ tín dụng,Mobile,3.0,4.0,0
2460,2024-12-11,1182,30.0,Nữ,Hà Nội,Facebook Ads,Thời trang,175000,4,0.056,700000,660897,91587,294549,Ví điện tử,Desktop,3.0,4.0,0
2461,2024-12-11,319,31.0,Nam,Hà Nội,Referral,Gia dụng,141000,2,0.11,282000,250959,86973,77013,COD,Mobile,3.0,4.0,0
2462,2024-12-11,90,28.0,Nữ,Đà Nẵng,Google Ads,Điện tử,478000,1,0.126,478000,417656,377242,40414,COD,Tablet,7.0,3.0,1
2463,2024-12-11,1906,37.0,Nữ,TP.HCM,Referral,Mỹ phẩm,246000,3,0.037,738000,710835,110622,378969,Thẻ tín dụng,Desktop,2.0,4.0,0
2464,2024-12-11,448,31.0,Nữ,Hà Nội,Organic,Sách,61000,5,0.098,305000,275140,36798,91150,Ví điện tử,Desktop,2.0,4.0,0
2465,2024-12-11,1443,41.0,Nữ,Hà Nội,Google Ads,Thời trang,150000,2,0.025,300000,292421,76339,139743,Ví điện tử,Mobile,2.0,4.0,0
2466,2024-12-12,1624,31.0,Nữ,TP.HCM,Referral,Mỹ phẩm,160000,1,0.09,160000,145606,71583,74023,Ví điện tử,Desktop,3.0,3.0,0
2467,2024-12-12,2996,18.0,Nữ,Đà Nẵng,Google Ads,Thời trang,170000,4,0.121,680000,597827,93179,225111,COD,Mobile,0.0,5.0,0
2468,2024-12-12,2780,32.0,Nữ,Hải Phòng,Organic,Điện tử,335000,3,0.162,1005000,842022,238581,126279,Thẻ tín dụng,Mobile,5.0,4.0,0
2469,2024-12-12,2508,20.0,Nam,TP.HCM,Referral,Sách,85000,2,0.115,170000,150462,53297,43868,Ví điện tử,Desktop,2.0,5.0,0
2470,2024-12-12,1496,44.0,Nữ,Cần Thơ,Email,Thời trang,141000,1,0.079,141000,129868,75213,54655,Ví điện tử,Mobile,2.0,4.0,0
2471,2024-12-12,2296,26.0,Nữ,Cần Thơ,Organic,Mỹ phẩm,184000,5,0.071,920000,854728,82900,440228,Ví điện tử,Mobile,3.0,4.0,1
2472,2024-12-13,2463,42.0,Nữ,TP.HCM,Google Ads,Thời trang,191000,4,0.152,764000,648149,115173,187457,COD,Tablet,2.0,5.0,0
2473,2024-12-13,1742,48.0,Nữ,Hà Nội,Organic,Thời trang,96000,6,0.209,576000,455566,47787,168844,Ví điện tử,Mobile,2.0,5.0,0
2474,2024-12-13,3187,39.0,Nam,Hà Nội,Organic,Điện tử,339000,1,0.058,339000,319418,233174,86244,Thẻ tín dụng,Tablet,5.0,,0
2475,2024-12-13,2893,33.0,Nữ,Hải Phòng,Facebook Ads,Thời trang,155000,5,0.106,775000,692984,81493,285519,COD,Mobile,2.0,4.0,0
2476,2024-12-13,3099,51.0,Nữ,Hải Phòng,Facebook Ads,Thực phẩm,129000,2,0.029,258000,250508,91154,68200,Ví điện tử,Desktop,2.0,4.0,0
2477,2024-12-13,1820,30.0,Nam,TP.HCM,Google Ads,Thực phẩm,105000,3,0.086,315000,287834,76100,59534,Ví điện tử,Mobile,1.0,4.0,0
2478,2024-12-13,282,36.0,Nữ,TP.HCM,Facebook Ads,Thời trang,147000,8,0.078,1176000,1083982,77998,459998,COD,Desktop,3.0,4.0,0
2479,2024-12-13,695,37.0,Nữ,Hà Nội,Facebook Ads,Gia dụng,191000,5,0.087,955000,872213,112654,308943,Ví điện tử,Mobile,2.0,5.0,0
2480,2024-12-13,265,28.0,Nữ,Hải Phòng,Referral,Thời trang,182000,3,0.089,546000,497523,100239,196806,Ví điện tử,Mobile,2.0,4.0,0
2481,2024-12-13,1717,42.0,Nam,Cần Thơ,Google Ads,Mỹ phẩm,150000,4,0.102,600000,538510,62139,289954,Ví điện tử,Mobile,1.0,5.0,0
2482,2024-12-13,79,27.0,Nam,Đà Nẵng,Organic,Thời trang,127000,1,0.13,127000,110496,73652,36844,Chuyển khoản,Desktop,1.0,4.0,0
2483,2024-12-14,238,36.0,Nữ,TP.HCM,Facebook Ads,Thời trang,142000,4,0.068,568000,529421,85410,187781,COD,Mobile,5.0,2.0,0
2484,2024-12-14,1847,48.0,Nữ,Hải Phòng,Facebook Ads,Thời trang,207000,3,0.104,621000,556667,108351,231614,Chuyển khoản,Mobile,1.0,4.0,0
